0,1,2,3
1474_train,"Iomega NAS Line Boasts Improved Speed, Capacity","Iomega Corp. updated its network-attached storage line Friday with the NAS 400r, a rack-mounted NAS line featuring faster processors and improved capacity.",Sci/Tech
1475_train,"Q A, Part 1: Cisco''s Mike Volpi on IP traffic management","Mike Volpi, routing technology general manager at Cisco, spoke recently about important new application-aware networking technology, service providers and his 10 years at Cisco.",Sci/Tech
1476_train,Best of Year: iMac G5,"Naming the iMac G5 one of its Best Products of the Year, Fortune writes,  #147;An engineering marvel, the new iMac tucks the computer and speakers inside the expansive flat-panel display  #151;  #145;an advance as welcome as the day that VCR/DVD players were encased in the TV monitor box, #146; says Thompson Paul Thompson, director of the Cooper-Hewitt National Design Museum. Built-in wireless technology lets you use a cable-free keyboard and mouse. #148; Dec 10",Sci/Tech
1477_train,Oracle user group to welcome PeopleSoft users,OAUG (Oracle Applications Users Group) president Patricia Dues said today that the organization is in the midst of plans to support PeopleSoft users and the PeopleSoft user group.,Sci/Tech
1478_train,Software giant Microsoft rings up multibillion dollar profit gain (AFP),"AFP - The world''s biggest software company, Microsoft Corp, said that its first quarter profits swelled to 2.9 billion dollars as consumers and businesses pumped up demand for new computers.",Sci/Tech
1479_train,Microsoft Desktop Search Beta Coming Soon,"News.com reports in the article: Microsoft fixes date for desktop search tool, that the company will offer up a beta release of a desktop search by the end of this year.",Sci/Tech
147_train,Lawsuits challenge unequal fund fees,Fidelity Investments charges two-tenths of 1 percent to manage a \$484 million stock portfolio for the Massachusetts state pension fund. It charges investors in its flagship Magellan fund seven-tenths -- more than three times as much.,Business
1480_train,"With Proof of Ancient Water on Mars, Researchers Consider Life''s Chances (SPACE.com)","SPACE.com - Researchers can now say definitively that Mars once \supported a watery environment, but whether the red planet could have ever \supported life is still far from certain.",Sci/Tech
1481_train,"U.S. Names Cyber Chief, House Eyes More Clout for Job (Reuters)","Reuters - The Department of Homeland Security\named an acting U.S. cybersecurity chief on Thursday as\Congress weighed whether to give the position greater clout to\fight hackers, viruses and other online threats.",Sci/Tech
1482_train,Stem Cell Molecules Repair Genetic Damage,Researchers report that embryonic stem cells sent molecular signals that repaired fatal genetic damage to heart cells in laboratory mice.,Sci/Tech
1483_train,"Microsoft Talks Security, Seriously","Efforts to ease patch management are just part of the process, exec says.",Sci/Tech
1484_train,Allergy Free Soybean Plant Found in Ill. (AP),"AP - Plant geneticist Ted Hymowitz knew that finding an allergy-free soybean would take a painstaking search through thousands of varieties. So Hymowitz got a grant, fetched a hammer and pounded away until he proved he was right.",Sci/Tech
1485_train,Viewer''s Guide: Perseid Meteor Shower Peaks Aug. 11-12 (SPACE.com),"SPACE.com - Every August, when many \  people are vacationing in the country where skies are dark, the best-known meteor \  shower makes its appearance. The annual Perseid meteor shower, as it is called, \  promised to put on an above average display this year.",Sci/Tech
1486_train,iMac G5: Coolest Computer Ever,"Describing the new iMac G5, Chris Taylor writes in TIME,  #147;What you get for that money is quite possibly the coolest personal computer yet created. The cool is more than merely aesthetic. Unlike a lot of previous Mac machines, on which you could almost fry an egg, the iMac G5 #146;s beautiful white surface does not get noticeably hot. Nor, at a whisper-quiet 25 decibels, does it make enough noise for most people to hear #133; #148; Sep 7",Sci/Tech
1487_train,GameBoy mini-games win prize,A set of GameBoy micro-games is named as the most innovative game of the year at a festival in Scotland.,Sci/Tech
1488_train,"Google, Yahoo Settle Patent and Share Disputes",Google and Yahoo announced today that they have resolved two contentious issues between the companies. ,Sci/Tech
1489_train,IBM Supercomputer Again Claims Record,"SAN JOSE, Calif. Nov 4, 2004 - A \$100 million supercomputer being built to analyze the nation #39;s nuclear stockpile has again set an unofficial performance record the second in just over a month.",Sci/Tech
148_train,"Coke, Bottler and EU Reach Antitrust Deal"," ATLANTA (Reuters) - Coca-Cola Co. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=KO.N target=/stocks/quickinfo/fullquote''&gt;KO.N&lt;/A&gt; and its largest  bottler, Coca-Cola Enterprises Inc. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=CCE.N target=/stocks/quickinfo/fullquote''&gt;CCE.N&lt;/A&gt;, said on Tuesday  they had reached an agreement to settle a five-year antitrust  case with the European Commission.",Business
1490_train,SCO website defaced by hacker,"Unix vendor SCO Group Inc became the victim of a hacker over the Thanksgiving weekend, in an apparent response to the company #39;s claims against the Linux operating system.",Sci/Tech
1491_train,California Goes After Spyware,The Golden State passes a law aimed at cracking down on what some feel is the internet''s next scourge -- spyware. But critics say it''s only a partial step toward protecting consumers.,Sci/Tech
1492_train,IBM Upgrades WebSphere Middleware Product,"IBM has issued an upgrade of its WebSphere middleware product, adding autonomic troubleshooting capabilities that autmatically detects system problems and recovers Web-based business transactions that would take days to fix manually.",Sci/Tech
1493_train,Musicians ''upbeat'' about the net,"Most musicians see the internet as more of an opportunity than a threat to their livelihood, research suggests.",Sci/Tech
1494_train,Study: Revenge is sweet,"Revenge feels sweet and Swiss researchers are saying they have brain scans to prove it. In a study investigators said might help explain how social norms arose and regulate behaviour, brain centres linked ",Sci/Tech
1495_train,Genesis Mission Samples Arrive at Space Center,"By PAM EASTON     HOUSTON (AP) -- Thousands of samples from the Genesis space capsule have arrived at the Johnson Space Center, where the project''s curator must assemble a giant jigsaw puzzle that could hold clues to the origins of the solar system.    Wafers on five collector panels that broke into thousands of pieces when the capsule slammed into Earth last month secured samples of atoms and ions from solar wind...",Sci/Tech
1496_train,"IBM recalls 500,000 melting notebook adapters","More than 500,000 notebook power adapters sold by IBM are being recalled to offset the threat of melting plastic and even fire. IBM and the US Consumer Product Safety Commission announced the recall, saying ",Sci/Tech
1497_train,Microsoft #39;s pirate-check trial,"Microsoft has introduced a new, optional trial as part of the Windows download website. The Windows Genuine Advantage program asks visitors to the site whether it is okay for Microsoft to check whether they ",Sci/Tech
1498_train,Unusual Search Engines,"Unusual Search Engines \\Unless you''ve been living under a rock, you know of the major search engines like Google or Yahoo. But did you know that there are many other smaller or niche search engines out there that can offer you unique help? Let''s take a look at some of ...",Sci/Tech
1499_train,Symantec acquires At Stake,"Symantec Corp., the world #39;s largest maker of antivirus software, agreed to acquire closely held consultant At Stake Inc., which identifies programming faults in software, for an undisclosed sum.",Sci/Tech
149_train,YUKOS Seeks Bankruptcy," MOSCOW (Reuters) - Russian oil major YUKOS has filed for  bankruptcy protection in a U.S. court and will seek an  injunction to stop Russia from auctioning off its main  production unit on Dec. 19, it said on Wednesday.",Business
14_train,"Mittal to Buy ISG, Create World #39;s Largest Steelmaker (Update3)","Indian-born billionaire Lakshmi Mittal, who made a fortune buying mills from Algeria to Mexico, agreed to acquire Wilbur Ross #39;s International Steel Group Inc.",Business
1500_train,Verizon Wireless Vs. Cingular Wireless,"NEW YORK - Verizon Wireless, the hulking champ of the cellular world, is about to meet a new contender. Any day now, the Federal Communications Commission is expected to recommend the approval of Cingular ",Sci/Tech
1501_train,GBA SP invades China,"Nintendo and iQue to release Game Boy Advance SP later this month in 21 different cities in China. TOKYO--Nintendo has announced that it will launch the Game Boy Advance SP in China on October 27, Bloomberg Japan reports today.",Sci/Tech
1502_train,FRANCE: PSA sets modest target for stop-start fitment of &lt;b&gt;...&lt;/b&gt;,"PSA is targeting fitment of its new stop-start technology, officially launched at a press conference in Paris yesterday, of 50,000 units by 2006.",Sci/Tech
